track_id,target_id,method_id,metric_id,score
26,4,0,2,2.74268
26,4,0,3,4.39598
27,0,0,0,19.598045
27,0,0,1,14.089780000000001
27,0,0,2,16.333655
27,0,0,3,29.443005
27,4,0,0,1.5802049999999999
27,4,0,1,-2.279385
27,4,0,2,-14.374360000000001
27,4,0,3,-27.32286
28,0,0,0,8.131135
28,0,0,1,11.24554
28,0,0,2,7.52912
28,0,0,3,34.47896
28,4,0,0,2.72673
28,4,0,1,-2.66099
28,4,0,2,-23.52685
28,4,0,3,-27.689925
29,0,0,0,13.811715
29,0,0,1,12.037055
29,0,0,2,11.69396
29,0,0,3,24.594895
29,4,0,0,17.645055
29,4,0,1,5.136255
29,4,0,2,4.52959
29,4,0,3,5.349304999999999
30,0,0,0,8.991145
30,0,0,1,4.754804999999999
30,0,0,2,4.74493
30,0,0,3,14.29823
30,4,0,0,11.227934999999999
30,4,0,1,1.4000050000000002
30,4,0,2,-0.105665
30,4,0,3,1.342795
31,0,0,0,8.050185
31,0,0,1,5.604705
31,0,0,2,5.86645
31,0,0,3,18.02086
31,4,0,0,20.94816
31,4,0,1,8.58848
31,4,0,2,7.397435
31,4,0,3,9.611775
32,0,0,0,6.28646
32,0,0,1,2.56715
32,0,0,2,3.743385
32,0,0,3,11.889479999999999
32,4,0,0,11.176535000000001
32,4,0,1,2.37233
32,4,0,2,-1.7622
32,4,0,3,-0.43392000000000003
33,0,0,0,9.037465000000001
33,0,0,1,5.9722100000000005
33,0,0,2,6.733485
33,0,0,3,17.104285
33,4,0,0,12.11334
33,4,0,1,2.014525
33,4,0,2,0.06279
33,4,0,3,0.529525
34,0,0,0,19.227445
34,0,0,1,10.079415000000001
34,0,0,2,10.860615
34,0,0,3,16.701439999999998
34,4,0,0,15.348635
34,4,0,1,7.68399
34,4,0,2,8.25126
34,4,0,3,15.830145
35,0,0,0,6.744154999999999
35,0,0,1,3.43546
35,0,0,2,3.81624
35,0,0,3,16.49831
35,4,0,0,15.499835000000001
35,4,0,1,4.100985
35,4,0,2,0.08031
35,4,0,3,1.903665
36,0,0,0,8.48603
36,0,0,1,7.35428
36,0,0,2,5.24932
36,0,0,3,20.86431
36,4,0,0,14.00155
36,4,0,1,3.30416
36,4,0,2,-1.92205
36,4,0,3,0.45712
37,0,0,0,11.919419999999999
37,0,0,1,8.783985000000001
37,0,0,2,7.133495
37,0,0,3,18.428545
37,4,0,0,9.091465
37,4,0,1,0.9626399999999999
37,4,0,2,-3.34042
37,4,0,3,-1.24254
38,0,0,0,11.14293
38,0,0,1,6.6409
38,0,0,2,4.88094
38,0,0,3,15.59559
38,4,0,0,12.336645
38,4,0,1,2.252555
38,4,0,2,0.38519499999999995
38,4,0,3,4.03991
39,0,0,0,8.048459999999999
39,0,0,1,6.20022
39,0,0,2,5.239675
39,0,0,3,17.251350000000002
39,4,0,0,13.315375
39,4,0,1,3.88273
39,4,0,2,0.29583000000000004
39,4,0,3,2.3067849999999996
40,0,0,0,8.769739999999999
40,0,0,1,5.2402750000000005
40,0,0,2,4.27738
40,0,0,3,14.51597
40,4,0,0,13.180535
40,4,0,1,3.6773550000000004
40,4,0,2,1.95922
40,4,0,3,4.727815
41,0,0,0,10.931695
41,0,0,1,6.18365
41,0,0,2,6.540305
41,0,0,3,14.35966
41,4,0,0,10.95272
41,4,0,1,2.177565
41,4,0,2,1.4856150000000001
41,4,0,3,3.7140050000000002
42,0,0,0,8.372444999999999
42,0,0,1,4.434984999999999
42,0,0,2,4.576565
42,0,0,3,15.478515
42,4,0,0,12.518104999999998
42,4,0,1,2.02718
42,4,0,2,-1.12836
42,4,0,3,0.23943
43,0,0,0,9.05291
43,0,0,1,8.115545000000001
43,0,0,2,7.3085249999999995
43,0,0,3,20.353945000000003
43,4,0,0,13.227
43,4,0,1,2.82992
43,4,0,2,-0.77575
43,4,0,3,-0.8618250000000001
44,0,0,0,9.467285
44,0,0,1,5.0961549999999995
44,0,0,2,7.0152149999999995
44,0,0,3,18.770695000000003
44,4,0,0,17.851734999999998
44,4,0,1,4.20944
44,4,0,2,4.123145
44,4,0,3,5.233625
45,0,0,0,8.08497
45,0,0,1,3.59343
45,0,0,2,4.94322
45,0,0,3,13.792660000000001
45,4,0,0,7.760895
45,4,0,1,0.16682
45,4,0,2,-4.826885000000001
45,4,0,3,-5.235720000000001
46,0,0,0,10.51522
46,0,0,1,7.608409999999999
46,0,0,2,8.17072
46,0,0,3,17.86742
46,4,0,0,10.3437
46,4,0,1,1.9120050000000002
46,4,0,2,0.125965
46,4,0,3,0.17869000000000002
47,0,0,0,9.652695
47,0,0,1,6.544365
47,0,0,2,5.767825
47,0,0,3,15.982375000000001
47,4,0,0,15.09151
47,4,0,1,4.972675000000001
47,4,0,2,2.7412
47,4,0,3,5.7859549999999995
48,0,0,0,9.708385
48,0,0,1,6.395875
48,0,0,2,5.8267
48,0,0,3,16.714194999999997
48,4,0,0,11.21995
48,4,0,1,1.501395
48,4,0,2,-1.53304
48,4,0,3,-0.81884
49,0,0,0,8.827449999999999
49,0,0,1,3.922945
49,0,0,2,4.272485
49,0,0,3,14.02938
49,4,0,0,14.099364999999999
49,4,0,1,3.408655
49,4,0,2,1.79762
49,4,0,3,5.302795
0,1,1,0,8.173805
0,1,1,1,9.172245
0,1,1,2,-0.730315
0,1,1,3,-3.77033
0,2,1,0,1.71414
0,2,1,1,3.89504
0,2,1,2,1.027145
0,2,1,3,-2.3982799999999997
0,3,1,0,1.59036
0,3,1,1,4.450125
0,3,1,2,-1.133445
0,3,1,3,-10.158639999999998
0,4,1,0,0.42494
0,4,1,1,-0.239825
0,4,1,2,0.16179
0,4,1,3,1.994125
1,1,1,0,1.503685
1,1,1,1,2.624935
1,1,1,2,0.815035
1,1,1,3,-2.393655
1,2,1,0,4.159345
1,2,1,1,7.81471
1,2,1,2,-1.041665
1,2,1,3,-6.19811
1,3,1,0,1.476575
1,3,1,1,2.7610799999999998
1,3,1,2,0.23757
1,3,1,3,-7.3755749999999995
1,4,1,0,2.0559950000000002
1,4,1,1,2.924715
1,4,1,2,1.3536549999999998
1,4,1,3,-0.02724
2,1,1,0,1.217035
2,1,1,1,1.499255
2,1,1,2,-0.6642
2,1,1,3,-9.897110000000001
2,2,1,0,1.118835
2,2,1,1,1.17018
2,2,1,2,-0.08698499999999999
2,2,1,3,-10.31413
2,3,1,0,2.54267
2,3,1,1,4.18489
2,3,1,2,0.80715
2,3,1,3,-3.795495
2,4,1,0,1.33575
2,4,1,1,5.091200000000001
2,4,1,2,-0.23279500000000003
2,4,1,3,-7.504105
3,1,1,0,2.09168
3,1,1,1,3.1528099999999997
3,1,1,2,1.16688
3,1,1,3,-2.659485
3,2,1,0,1.637305
3,2,1,1,4.16442
3,2,1,2,0.229675
3,2,1,3,-7.00598
3,3,1,0,3.54737
3,3,1,1,5.55317
3,3,1,2,1.290195
3,3,1,3,-2.367
3,4,1,0,0.834485
3,4,1,1,4.984285
3,4,1,2,-0.9644950000000001
3,4,1,3,-12.776095000000002
4,1,1,0,1.717215
4,1,1,1,3.54427
4,1,1,2,-0.24894
4,1,1,3,-8.56794
4,2,1,0,0.294235
4,2,1,1,2.07821
4,2,1,2,0.01037
4,2,1,3,-7.5538050000000005
4,3,1,0,2.306695
4,3,1,1,3.04275
4,3,1,2,0.63337
4,3,1,3,-3.4955499999999997
4,4,1,0,2.673695
4,4,1,1,8.086255
4,4,1,2,-2.67245
4,4,1,3,-11.079235
5,1,1,0,4.603244999999999
5,1,1,1,3.688285
5,1,1,2,1.21729
5,1,1,3,-0.9347449999999999
5,2,1,0,0.622475
5,2,1,1,2.51377
5,2,1,2,-0.067885
5,2,1,3,-7.701515
5,3,1,0,0.9776149999999999
5,3,1,1,-2.36219
5,3,1,2,-0.7310099999999999
5,3,1,3,-8.524315
5,4,1,0,2.219045
5,4,1,1,0.857675
5,4,1,2,0.67362
5,4,1,3,-1.225755
6,1,1,0,2.7485049999999998
6,1,1,1,2.87469
6,1,1,2,0.533715
6,1,1,3,-4.04152
6,2,1,0,1.334195
6,2,1,1,0.890075
6,2,1,2,0.402005
6,2,1,3,-5.826115
6,3,1,0,2.559735
6,3,1,1,6.37055
6,3,1,2,-1.02853
6,3,1,3,-8.538015
6,4,1,0,2.14935
6,4,1,1,1.497495
6,4,1,2,0.513275
6,4,1,3,-2.2309
7,1,1,0,0.01008
7,1,1,1,0.81941
7,1,1,2,-0.31750500000000004
7,1,1,3,-22.42029
7,2,1,0,1.8639350000000001
7,2,1,1,5.375075
7,2,1,2,-0.24435
7,2,1,3,-6.698449999999999
7,3,1,0,1.74561
7,3,1,1,2.867535
7,3,1,2,0.702225
7,3,1,3,-2.771485
7,4,1,0,2.382345
7,4,1,1,7.09652
7,4,1,2,-2.038255
7,4,1,3,-10.042235
8,1,1,0,0.34582
8,1,1,1,2.94734
8,1,1,2,-1.0530599999999999
8,1,1,3,-19.335774999999998
8,2,1,0,1.323595
8,2,1,1,3.45095
8,2,1,2,0.6678850000000001
8,2,1,3,-4.767025
8,3,1,0,2.1628800000000004
8,3,1,1,10.32666
8,3,1,2,-2.13744
8,3,1,3,-8.62536
8,4,1,0,1.54558
8,4,1,1,1.74527
8,4,1,2,0.363355
8,4,1,3,-3.82178
9,1,1,0,0.107235
9,1,1,1,1.2346149999999998
9,1,1,2,-4.221145
9,1,1,3,-25.556735000000003
9,2,1,0,1.7825250000000001
9,2,1,1,-0.09208
9,2,1,2,0.869455
9,2,1,3,-1.74545
9,3,1,0,3.15581
9,3,1,1,3.755725
9,3,1,2,1.39181
9,3,1,3,-0.79308
9,4,1,0,2.513685
9,4,1,1,1.29963
9,4,1,2,0.91069
9,4,1,3,-1.07212
10,1,1,0,0.220455
10,1,1,1,0.01961
10,1,1,2,-0.30156499999999997
10,1,1,3,-14.83053
10,2,1,0,0.827345
10,2,1,1,3.261195
10,2,1,2,0.30787
10,2,1,3,-8.154345
10,3,1,0,4.247835
10,3,1,1,6.293595
10,3,1,2,-0.259245
10,3,1,3,-5.32318
10,4,1,0,1.456825
10,4,1,1,8.31373
10,4,1,2,-1.2998750000000001
10,4,1,3,-9.789925
11,1,1,0,1.16671
11,1,1,1,1.68458
11,1,1,2,-6.36998
11,1,1,3,-20.62014
11,2,1,0,2.00454
11,2,1,1,1.51133
11,2,1,2,1.46374
11,2,1,3,1.17686
11,3,1,0,1.05795
11,3,1,1,0.02843
11,3,1,2,-0.24756
11,3,1,3,-6.77512
11,4,1,0,3.44737
11,4,1,1,6.03086
11,4,1,2,0.59088
11,4,1,3,-2.42833
12,1,1,0,16.789430000000003
12,1,1,1,9.955794999999998
12,1,1,2,-6.45882
12,1,1,3,-7.1670549999999995
12,2,1,0,0.1049
12,2,1,1,2.388915
12,2,1,2,-0.399515
12,2,1,3,-10.400974999999999
12,3,1,0,1.173545
12,3,1,1,2.505345
12,3,1,2,0.6173
12,3,1,3,-4.054825
12,4,1,0,1.3185600000000002
12,4,1,1,2.41709
12,4,1,2,1.1145800000000001
12,4,1,3,2.45915
13,1,1,0,4.00357
13,1,1,1,4.2333099999999995
13,1,1,2,-1.885015
13,1,1,3,-7.038304999999999
13,2,1,0,2.050165
13,2,1,1,2.42261
13,2,1,2,-0.12149
13,2,1,3,-6.19646
13,3,1,0,2.388205
13,3,1,1,1.56545
13,3,1,2,0.60911
13,3,1,3,-2.5557
13,4,1,0,1.04154
13,4,1,1,-0.29012000000000004
13,4,1,2,0.5097050000000001
13,4,1,3,-0.75832
14,1,1,0,3.220695
14,1,1,1,6.2894950000000005
14,1,1,2,0.481865
14,1,1,3,-5.156955
14,2,1,0,3.8196849999999998
14,2,1,1,6.987170000000001
14,2,1,2,1.02959
14,2,1,3,-2.790665
14,3,1,0,2.909
14,3,1,1,3.74117
14,3,1,2,1.119395
14,3,1,3,-2.70948
14,4,1,0,1.09106
14,4,1,1,1.0305900000000001
14,4,1,2,0.58793
14,4,1,3,-0.97336
15,1,1,0,0.28737
15,1,1,1,2.073585
15,1,1,2,-0.55514
15,1,1,3,-12.05538
15,2,1,0,2.8028750000000002
15,2,1,1,1.8688449999999999
15,2,1,2,1.4785300000000001
15,2,1,3,-1.9395099999999998
15,3,1,0,1.3192750000000002
15,3,1,1,1.887505
15,3,1,2,0.47267499999999996
15,3,1,3,-3.8269450000000003
15,4,1,0,1.86306
15,4,1,1,4.476585
15,4,1,2,-1.55545
15,4,1,3,-8.456115
16,1,1,0,0.34228000000000003
16,1,1,1,0.662185
16,1,1,2,-0.057705000000000006
16,1,1,3,-14.256485000000001
16,2,1,0,0.487795
16,2,1,1,3.083055
16,2,1,2,-0.32748
16,2,1,3,-8.702655
16,3,1,0,6.367979999999999
16,3,1,1,8.161485
16,3,1,2,1.629045
16,3,1,3,1.2210999999999999
16,4,1,0,1.197375
16,4,1,1,0.823985
16,4,1,2,0.331325
16,4,1,3,-6.177065
17,1,1,0,0.33031
17,1,1,1,3.196805
17,1,1,2,-2.292295
17,1,1,3,-16.30425
17,2,1,0,0.30142
17,2,1,1,1.6523349999999999
17,2,1,2,-3.6033749999999998
17,2,1,3,-19.299615000000003
17,3,1,0,1.727025
17,3,1,1,1.159435
17,3,1,2,0.77089
17,3,1,3,-0.81644
17,4,1,0,1.3817
17,4,1,1,3.490055
17,4,1,2,-0.11175
17,4,1,3,-7.139965
18,1,1,0,1.2475100000000001
18,1,1,1,2.5361849999999997
18,1,1,2,-2.8866050000000003
18,1,1,3,-14.10628
18,2,1,0,9.114185
18,2,1,1,9.546985
18,2,1,2,4.15055
18,2,1,3,3.476585
18,3,1,0,1.51986
18,3,1,1,3.53076
18,3,1,2,0.42564
18,3,1,3,-5.603809999999999
18,4,1,0,0.8218099999999999
18,4,1,1,-0.24674000000000001
18,4,1,2,0.5719350000000001
18,4,1,3,2.03001
19,1,1,0,3.32566
19,1,1,1,4.605315
19,1,1,2,-1.8704749999999999
19,1,1,3,-8.884360000000001
19,2,1,0,2.216285
19,2,1,1,3.420585
19,2,1,2,1.617795
19,2,1,3,1.654695
19,3,1,0,0.618925
19,3,1,1,-1.661555
19,3,1,2,0.16584500000000002
19,3,1,3,-4.879635
19,4,1,0,3.481095
19,4,1,1,4.41353
19,4,1,2,1.049075
19,4,1,3,-2.8201799999999997
20,1,1,0,1.0591599999999999
20,1,1,1,0.8072950000000001
20,1,1,2,-0.11585
20,1,1,3,-10.49163
20,2,1,0,2.4807
20,2,1,1,4.580679999999999
20,2,1,2,-0.7503150000000001
20,2,1,3,-8.574355
20,3,1,0,1.68363
20,3,1,1,4.497615
20,3,1,2,0.71921
20,3,1,3,-5.035715
20,4,1,0,1.2365
20,4,1,1,3.23794
20,4,1,2,0.30400499999999997
20,4,1,3,-7.275925
21,1,1,0,3.33583
21,1,1,1,3.33591
21,1,1,2,-0.33252000000000004
21,1,1,3,-6.814555
21,2,1,0,1.35928
21,2,1,1,4.43837
21,2,1,2,-1.62801
21,2,1,3,-12.98885
21,3,1,0,2.650675
21,3,1,1,5.755414999999999
21,3,1,2,-0.46936
21,3,1,3,-7.81583
21,4,1,0,1.1348
21,4,1,1,2.8980300000000003
21,4,1,2,0.677325
21,4,1,3,0.07950499999999999
22,1,1,0,3.33007
22,1,1,1,2.90831
22,1,1,2,-0.664745
22,1,1,3,-4.61353
22,2,1,0,1.03071
22,2,1,1,0.19091999999999998
22,2,1,2,0.037329999999999995
22,2,1,3,-6.051170000000001
22,3,1,0,2.9321099999999998
22,3,1,1,3.1987300000000003
22,3,1,2,0.47516
22,3,1,3,-3.350555
22,4,1,0,1.7189450000000002
22,4,1,1,4.5211500000000004
22,4,1,2,0.73093
22,4,1,3,-4.62094
23,1,1,0,4.289244999999999
23,1,1,1,4.62391
23,1,1,2,-1.48919
23,1,1,3,-7.27051
23,2,1,0,0.925235
23,2,1,1,0.321445
23,2,1,2,0.6206499999999999
23,2,1,3,-4.06725
23,3,1,0,1.98446
23,3,1,1,4.052985
23,3,1,2,-0.540755
23,3,1,3,-7.8473
23,4,1,0,0.973515
23,4,1,1,1.200745
23,4,1,2,0.210495
23,4,1,3,-3.950225
24,1,1,0,3.363405
24,1,1,1,2.5756449999999997
24,1,1,2,-0.46526500000000004
24,1,1,3,-5.54334
24,2,1,0,4.865
24,2,1,1,3.648435
24,2,1,2,-2.884615
24,2,1,3,-7.235245000000001
24,3,1,0,0.50115
24,3,1,1,0.8336749999999999
24,3,1,2,0.47914
24,3,1,3,11.347265
24,4,1,0,1.2117149999999999
24,4,1,1,-0.79935
24,4,1,2,-2.170355
24,4,1,3,-11.377725000000002
25,1,1,0,2.520255
25,1,1,1,3.289105
25,1,1,2,-0.97188
25,1,1,3,-8.56703
25,2,1,0,5.695029999999999
25,2,1,1,8.415945
25,2,1,2,4.62416
25,2,1,3,7.67999
25,3,1,0,2.195665
25,3,1,1,8.805695
25,3,1,2,-1.5529199999999999
25,3,1,3,-11.054400000000001
25,4,1,0,1.0591949999999999
25,4,1,1,0.37283
25,4,1,2,0.69563
25,4,1,3,2.59427
26,1,1,0,0.861385
26,1,1,1,3.54297
26,1,1,2,-1.102175
26,1,1,3,-14.405845
26,2,1,0,2.6124549999999997
26,2,1,1,3.4329850000000004
26,2,1,2,0.06316
26,2,1,3,-5.8653200000000005
26,3,1,0,2.2061349999999997
26,3,1,1,3.55653
26,3,1,2,0.912005
26,3,1,3,-3.1773949999999997
26,4,1,0,2.604435
26,4,1,1,5.57724
26,4,1,2,1.136945
26,4,1,3,-3.10373
27,1,1,0,11.65895
27,1,1,1,5.884675
27,1,1,2,-5.428570000000001
27,1,1,3,-5.68985
27,2,1,0,0.275965
27,2,1,1,-0.217345
27,2,1,2,0.277855
27,2,1,3,14.84423
27,3,1,0,5.19271
27,3,1,1,0.6064
27,3,1,2,-0.34285
27,3,1,3,-2.0831749999999998
27,4,1,0,1.3151000000000002
27,4,1,1,0.808045
27,4,1,2,-13.77346
27,4,1,3,-24.823385000000002
28,1,1,0,5.03152
28,1,1,1,9.48281
28,1,1,2,-0.79721
28,1,1,3,-4.989245
28,2,1,0,0.240265
28,2,1,1,-0.82348
28,2,1,2,0.1941
28,2,1,3,1.4586549999999998
28,3,1,0,1.09898
28,3,1,1,0.764095
28,3,1,2,0.38894
28,3,1,3,-4.4643
28,4,1,0,0.92194
28,4,1,1,6.625344999999999
28,4,1,2,-25.18208
28,4,1,3,-42.412135
29,1,1,0,0.17936
29,1,1,1,2.540225
29,1,1,2,-0.027305000000000003
29,1,1,3,-10.572965
29,2,1,0,4.71415
29,2,1,1,9.189145
29,2,1,2,1.06964
29,2,1,3,-2.527915
29,3,1,0,1.74623
29,3,1,1,1.348265
29,3,1,2,-0.8048150000000001
29,3,1,3,-7.843814999999999
29,4,1,0,1.6601599999999999
29,4,1,1,9.99315
29,4,1,2,-2.60974
29,4,1,3,-13.913495000000001
30,1,1,0,1.3815849999999998
30,1,1,1,0.8603799999999999
30,1,1,2,0.376555
30,1,1,3,-7.51205
30,2,1,0,5.53867
30,2,1,1,6.370755
30,2,1,2,-0.52165
30,2,1,3,-4.73972
30,3,1,0,0.943505
30,3,1,1,3.56825
30,3,1,2,0.142295
30,3,1,3,-8.09972
30,4,1,0,2.422015
30,4,1,1,1.760345
30,4,1,2,1.29458
30,4,1,3,0.91822
31,1,1,0,6.95298
31,1,1,1,6.36658
31,1,1,2,2.577785
31,1,1,3,2.74296
31,2,1,0,1.96021
31,2,1,1,4.00704
31,2,1,2,-0.201595
31,2,1,3,-7.886749999999999
31,3,1,0,1.804565
31,3,1,1,2.97469
31,3,1,2,-4.4677
31,3,1,3,-16.31425
31,4,1,0,1.6925400000000002
31,4,1,1,1.4208
31,4,1,2,1.52226
31,4,1,3,9.58182
32,1,1,0,0.82243
32,1,1,1,2.36605
32,1,1,2,-0.870945
32,1,1,3,-14.468509999999998
32,2,1,0,0.63045
32,2,1,1,0.52967
32,2,1,2,-0.11282
32,2,1,3,-13.754345
32,3,1,0,1.94666
32,3,1,1,3.9869950000000003
32,3,1,2,1.210645
32,3,1,3,-0.898685
32,4,1,0,4.2747
32,4,1,1,5.42626
32,4,1,2,-0.6985650000000001
32,4,1,3,-4.14484
33,1,1,0,0.977505
33,1,1,1,2.82519
33,1,1,2,0.22695500000000002
33,1,1,3,-8.055445
33,2,1,0,4.8185
33,2,1,1,8.36309
33,2,1,2,-0.16886
33,2,1,3,-4.083724999999999
33,3,1,0,2.1433150000000003
33,3,1,1,3.80448
33,3,1,2,0.950345
33,3,1,3,-3.907535
33,4,1,0,1.82821
33,4,1,1,4.30898
33,4,1,2,0.263015
33,4,1,3,-5.750025
34,1,1,0,5.521800000000001
34,1,1,1,6.5995
34,1,1,2,-1.462765
34,1,1,3,-5.28196
34,2,1,0,0.306085
34,2,1,1,1.356705
34,2,1,2,-0.22499
34,2,1,3,-12.569230000000001
34,3,1,0,2.402065
34,3,1,1,3.3473550000000003
34,3,1,2,-5.411295
34,3,1,3,-15.457395
34,4,1,0,0.40292
34,4,1,1,-0.47505
34,4,1,2,0.343425
34,4,1,3,5.36234
35,1,1,0,5.92044
35,1,1,1,6.09876
35,1,1,2,-2.82096
35,1,1,3,-6.8553
35,2,1,0,2.43042
35,2,1,1,4.5675
35,2,1,2,-1.81389
35,2,1,3,-10.224045
35,3,1,0,0.640395
35,3,1,1,1.19147
35,3,1,2,0.45211999999999997
35,3,1,3,-1.34725
35,4,1,0,1.8676149999999998
35,4,1,1,2.6815249999999997
35,4,1,2,1.134265
35,4,1,3,-1.1839
36,1,1,0,5.84823
36,1,1,1,3.51423
36,1,1,2,3.68822
36,1,1,3,2.85026
36,2,1,0,0.80619
36,2,1,1,2.60246
36,2,1,2,0.04245
36,2,1,3,-7.29294
36,3,1,0,1.90642
36,3,1,1,2.49412
36,3,1,2,-0.08875
36,3,1,3,-6.3017
36,4,1,0,0.74422
36,4,1,1,0.8344
36,4,1,2,0.04262
